time_step,corrected_at_t0,corrected_at_t1,corrected_at_t2,corrected_at_t3,corrected_at_t4,corrected_at_t5,corrected_at_t6,corrected_at_t7,corrected_at_t8,corrected_at_t9,corrected_at_t10,corrected_at_t11,corrected_at_t12,corrected_at_t13,corrected_at_t14,corrected_at_t15,corrected_at_t16,corrected_at_t17,corrected_at_t18,corrected_at_t19,corrected_at_t20,corrected_at_t21,corrected_at_t22,corrected_at_t23,corrected_at_t24,corrected_at_t25,corrected_at_t26,corrected_at_t27,corrected_at_t28,corrected_at_t29,corrected_at_t30,corrected_at_t31,corrected_at_t32,corrected_at_t33,corrected_at_t34,corrected_at_t35,corrected_at_t36,corrected_at_t37,corrected_at_t38,corrected_at_t39,corrected_at_t40,corrected_at_t41,corrected_at_t42,corrected_at_t43,corrected_at_t44,corrected_at_t45,corrected_at_t46,corrected_at_t47,corrected_at_t48,corrected_at_t49,corrected_at_t50,corrected_at_t51,corrected_at_t52,corrected_at_t53,corrected_at_t54
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.8387654756017,311.0416247066788,318.0005736002522,336.0265351264238,370.6267157974408,474.9172772606041,628.8898164367527,798.5681283837533,942.534798231189,1066.7455946409202,1169.398462950985,1252.2380976795384,1314.462718243434,1352.5688500619085,1387.823960208607,1417.4066797145897,1442.684383415793
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.65131581646585,315.4001722881323,332.2328554037008,366.17277161016506,471.4046614484496,627.9372443886534,800.4030509443905,948.7844126200353,1077.5658799927276,1184.0903144517006,1270.846969620014,1335.8639238160497,1376.2070133795569,1411.700430272797,1440.7048665818495,1466.1512304313446
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.46776465482054,332.22595694709184,369.0226647456392,484.7524599520533,654.3909677742222,838.427662899632,1000.497806306596,1140.8006025072352,1258.748314812315,1355.679021500755,1428.1028841717753,1475.7133410816675,1517.35338203184,1551.972041506001,1580.5405747531634
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0381060709759,372.4264486857043,492.6061252729851,668.4605089113056,857.7950159850676,1024.426461641508,1164.514452797241,1283.9697745739377,1380.7540374240905,1453.383721930856,1498.364486899139,1538.4270375603226,1570.9410618922295,1597.2748820143045
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.1022385358374,493.184352042925,667.9932585141917,856.314109511104,1020.0400602815708,1157.2774795423106,1276.0130853438773,1370.9970482658296,1442.257060360499,1486.458068697155,1526.603483833734,1560.5400133084756,1587.929785859803
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.7046997562308,675.1785763681469,864.9099444458446,1028.058458559448,1162.901095756572,1278.1779734433114,1370.8801964323643,1441.0190634874425,1486.7904329197688,1526.1153200385174,1561.1433881561345,1589.2062087769157
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.5073816675812,867.4017837372878,1030.562298945817,1163.0148232803074,1272.0610292130116,1357.8165674630518,1423.9002701953927,1467.291195332,1505.191543896237,1539.0998940256095,1566.4760114991752
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.3722001957256,1034.6439895024985,1168.1479749708792,1278.6348092944036,1365.7902206267668,1432.0977286704383,1476.4552387920403,1514.7819852961975,1549.2897821067197,1577.0853934756356
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.6064280970331,1154.47630950056,1253.3634042177564,1330.877583171046,1389.847811838,1428.4065871646565,1462.935180935985,1493.7565787932183,1518.7264357593872
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.110177588441,1234.560024497768,1303.4432086800352,1359.514178662067,1395.7551404100334,1428.8367357183783,1457.8118620423522,1482.8497594315818
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.0151658991067,1296.7197552557116,1351.0801203044082,1386.9507052997135,1418.51449792272,1447.113033576756,1472.5712572195425
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.76370598767,1356.5003576067847,1391.6727641566,1423.2336513642692,1451.3106341550404,1476.5239539491677
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.9458549514543,1381.3591331490816,1408.8048978639335,1433.217567092962,1453.7615241969763
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.4992784893118,1404.1445063163585,1426.7186421372107,1446.2392105219124
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.1279422097018,1422.918456794,1440.0118616590698
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.5605261073513,1436.4628321091593
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.0016737159829
