LINKNO,subw_4,subw_5,subw_6,subw_7,subw_8
191609,1013,7,1,1,1
103577,1013,7,1,1,1
257022,13,4,1,1,1
84094,13,4,1,1,1
313922,648,5,1,1,1
236866,648,5,1,1,1
105378,648,5,1,1,1
99778,648,5,1,1,1
293537,649,5,1,1,1
125986,649,5,1,1,1
235521,649,5,1,1,1
63937,649,5,1,1,1
545,649,5,1,1,1
67969,649,5,1,1,1
272920,9,2,1,1,1
145464,9,2,1,1,1
257016,9,2,1,1,1
73112,9,2,1,1,1
128440,9,2,1,1,1
122840,9,2,1,1,1
303172,1096,3,1,1,1
70436,1096,3,1,1,1
285252,1097,3,1,1,1
166533,1097,3,1,1,1
219395,1097,3,1,1,1
100227,1097,3,1,1,1
127332,1097,3,1,1,1
54084,1097,3,1,1,1
227686,941,3,1,1,1
182438,941,3,1,1,1
107397,941,3,1,1,1
78725,941,3,1,1,1
230821,941,3,1,1,1
114117,941,3,1,1,1
202597,941,3,1,1,1
59238,941,3,1,1,1
72228,941,3,1,1,1
64388,941,3,1,1,1
286589,839,3,1,1,1
59678,839,3,1,1,1
80288,839,3,1,1,1
151294,839,3,1,1,1
184895,839,3,1,1,1
72447,839,3,1,1,1
99553,839,3,1,1,1
57217,839,3,1,1,1
254113,3,1,1,1,1
230817,3,1,1,1,1
298904,16,8,2,1,1
128887,16,8,2,1,1
171895,16,8,2,1,1
117687,16,8,2,1,1
296212,420,9,3,1,1
131348,420,9,3,1,1
272917,421,9,3,1,1
130005,421,9,3,1,1
235284,17,9,3,1,1
203925,17,9,3,1,1
282555,1012,7,1,1,1
214459,1012,7,1,1,1
235964,1012,7,1,1,1
32348,1012,7,1,1,1
228795,1012,7,1,1,1
47804,1012,7,1,1,1
42427,1012,7,1,1,1
23387,1012,7,1,1,1
259258,1013,7,1,1,1
144346,1013,7,1,1,1
257914,1013,7,1,1,1
205722,1013,7,1,1,1
187576,1013,7,1,1,1
38841,1013,7,1,1,1
256350,13,4,1,1,1
106046,13,4,1,1,1
322211,648,5,1,1,1
6147,648,5,1,1,1
163620,648,5,1,1,1
199906,648,5,1,1,1
303618,649,5,1,1,1
